peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
88.7,1.62,M,48,0,0,4,0,2,2,N,0,3,4
58.42,1.57,M,29,0,14,5,0,0,0,N,2,4,3
97.79,1.74,M,53,20,0,4,0,1,7,N,3,4,4
95.07,1.74,M,39,0,0,0,6,0,0,N,1,2,2
103.26,1.73,V,44,0,0,0,3,5,0,N,1,1,4
80.05,1.7,V,49,0,13,0,3,0,0,N,2,4,3
81.11,1.73,M,51,80,0,0,10,8,0,N,1,1,1
71.1,1.84,V,34,40,2,3,19,1,0,N,2,3,3
102.66,1.72,V,44,0,0,0,0,2,0,N,1,2,2
96.82,1.69,M,43,0,0,0,0,0,0,N,0,1,1
75.69,1.61,M,34,0,0,10,8,9,0,N,2,4,3
74.74,1.67,V,45,20,0,0,0,0,0,N,1,4,3
52.02,1.7,M,51,110,11,2,0,0,1,N,2,4,4
92.59,1.67,M,47,0,2,1,0,3,0,N,1,1,2
97.88,1.76,V,46,0,0,3,7,4,0,N,2,4,3
71.81,1.64,M,18,30,0,1,1,6,0,N,1,2,1
91.74,1.74,V,41,0,0,0,0,4,0,N,2,3,4
88.34,1.68,V,18,0,0,1,15,4,0,N,1,1,2
118.33,1.76,V,61,0,0,0,15,16,1,N,2,3,3
91.48,1.77,V,39,0,6,3,0,1,0,S,2,3,2
53.87,1.73,V,42,120,16,0,2,5,1,N,1,3,2
91.68,1.69,V,42,0,0,2,2,0,0,N,2,2,3
86.55,1.71,M,52,70,0,4,13,7,0,N,1,1,2
112.32,1.74,V,58,0,0,0,3,0,0,N,1,2,1
89.48,1.71,V,39,0,17,0,7,12,0,N,0,2,3
60.64,1.57,M,52,100,0,4,4,0,0,N,1,1,1
86.36,1.75,M,18,0,0,6,0,5,0,N,2,3,2
95.13,1.61,M,48,0,1,0,0,0,2,S,0,1,1
86.25,1.66,M,36,0,13,4,0,3,11,N,2,3,3
95.29,1.65,M,50,0,11,3,0,0,8,N,2,3,3
53.25,1.72,V,35,150,0,0,9,3,0,N,2,3,3
78.72,1.74,V,21,0,3,0,0,0,0,N,1,2,3
90.66,1.66,M,37,0,0,1,21,19,0,N,2,3,2
90.21,1.61,M,42,10,0,0,0,0,0,N,1,0,0
105.51,1.78,V,54,0,0,0,2,0,2,S,4,4,3
93.55,1.74,V,23,0,0,2,2,2,0,N,1,2,2
83.21,1.61,M,36,0,0,1,6,0,0,N,0,2,3
73.16,1.64,M,36,0,5,4,16,2,0,S,1,4,3
76.87,1.7,V,18,0,7,0,17,9,0,N,4,3,3
57.1,1.72,V,18,50,0,0,9,0,3,N,1,3,4
88.91,1.68,M,40,0,0,2,7,7,0,N,2,3,3
54.5,1.74,V,32,130,0,0,9,4,0,N,2,3,4
61.02,1.76,V,37,50,2,0,0,0,0,N,2,4,4
99.27,1.81,V,32,0,22,1,12,7,0,N,1,0,1
104.34,1.82,V,37,0,7,0,6,13,0,N,0,2,2
61.41,1.69,M,47,70,0,1,2,0,6,N,2,4,3
100.53,1.69,M,49,0,0,1,18,6,0,N,2,3,3
87.86,1.7,M,38,0,0,3,0,0,0,N,1,3,3
85.23,1.79,V,44,0,28,1,0,0,0,S,1,2,3
78.03,1.7,V,18,0,0,1,9,2,0,N,0,3,1
92.99,1.8,V,29,0,0,5,0,5,0,N,1,3,4
96.79,1.71,V,39,0,0,0,16,11,0,N,1,1,1
62.37,1.54,M,28,0,0,0,1,3,0,N,3,4,4
100.47,1.83,V,31,0,10,1,10,6,0,N,1,2,1
83.19,1.62,M,75,60,0,0,3,0,0,N,0,2,2
102.82,1.63,M,66,0,11,0,8,6,2,N,2,2,3
69.54,1.52,M,40,0,13,2,20,15,0,N,1,4,3
62.7,1.63,M,18,0,0,5,6,0,0,N,2,4,4
76.99,1.61,M,30,0,0,4,0,0,0,N,0,2,3
118.92,1.81,V,50,0,0,1,9,13,0,N,2,2,2
76.65,1.64,M,27,0,0,0,0,3,0,N,2,3,1
97.26,1.76,V,38,0,0,1,0,0,0,N,0,2,1
114.14,1.74,V,61,0,0,3,2,0,0,N,2,2,2
73.06,1.59,M,27,0,0,0,0,0,0,N,1,2,1
94.21,1.7,M,35,0,7,1,10,12,0,S,0,1,3
86.49,1.73,M,20,0,0,5,0,2,0,N,0,2,2
48.41,1.64,M,59,140,5,0,12,1,0,S,2,4,4
102.91,1.65,M,58,0,1,0,9,5,0,N,1,1,3
85.62,1.67,M,26,0,0,2,15,4,1,N,1,2,2
89.68,1.69,M,29,0,0,4,7,6,0,N,1,2,3
81.44,1.67,M,32,0,1,1,4,4,0,N,2,3,4
110.9,1.77,V,57,0,11,5,0,0,0,N,1,2,0
102.36,1.72,M,46,0,0,0,9,2,0,N,1,2,2
85.82,1.62,M,48,0,3,2,13,3,0,N,1,2,3
55.76,1.76,V,46,110,0,2,14,2,0,N,1,3,3
114.98,1.77,V,54,0,0,3,0,8,0,N,1,2,1
113.01,1.72,M,54,0,0,2,5,0,0,N,0,0,0
51.41,1.69,V,38,160,4,0,7,1,0,N,3,4,4
65.2,1.68,M,31,30,0,0,15,5,0,N,2,4,3
103.85,1.73,V,48,0,0,3,10,7,0,S,2,3,3
83.72,1.62,V,39,0,8,0,12,0,0,N,0,2,4
84.02,1.72,M,37,0,0,0,11,1,0,N,2,3,3
94.79,1.66,M,57,0,6,3,0,0,0,N,1,2,4
84.99,1.64,M,68,0,22,0,0,0,0,N,1,4,4
76.46,1.8,V,18,0,0,2,6,0,0,N,2,3,4
45.51,1.59,M,28,60,0,1,9,5,0,N,1,4,4
87.09,1.61,M,47,0,0,2,0,0,0,N,1,3,3
97.87,1.73,V,31,10,2,5,2,10,NA,N,0,0,1
95.11,1.69,M,51,0,0,0,4,9,0,N,1,3,3
89.11,1.81,V,37,0,0,0,0,0,0,N,1,3,4
105.65,1.73,V,41,0,1,0,17,16,0,N,1,2,2
69.33,1.74,M,53,60,12,4,7,1,0,N,1,3,3
97.27,1.78,V,43,40,0,4,1,0,0,N,1,1,1
98.44,1.64,M,38,0,9,4,3,9,0,N,2,1,1
81.14,1.77,V,31,0,0,0,0,0,0,N,3,4,4
95.27,1.62,M,53,10,0,0,12,7,0,N,2,2,1
95.02,1.65,M,55,0,15,0,10,3,0,N,1,1,3
98.94,1.81,V,49,0,10,0,0,0,0,N,2,3,3
50.8,1.68,M,18,130,0,2,11,13,0,N,1,2,1
111.17,1.75,V,42,0,0,0,14,5,0,N,0,1,1
78.95,1.71,V,24,30,0,1,3,1,3,S,1,2,2
101.76,1.73,V,70,0,0,0,1,3,0,N,2,4,4
84.6,1.66,M,40,0,0,1,0,2,0,N,1,3,4
109.19,1.8,V,47,0,0,5,0,0,0,N,1,3,2
94.42,1.55,M,46,0,0,7,0,6,0,N,0,0,0
78.54,1.64,M,26,0,11,1,29,16,0,S,1,3,3
94.14,1.64,M,59,0,0,0,6,11,0,N,2,4,4
82.22,1.65,M,25,0,15,0,7,15,0,N,1,1,2
83.72,1.61,M,56,20,4,6,0,0,0,N,2,3,2
111.1,1.69,V,47,0,0,0,0,1,0,N,0,0,1
126.56,1.79,V,63,0,0,1,0,0,0,N,1,1,1
85.97,1.66,M,45,20,0,3,6,7,0,N,2,3,1
84.39,1.7,M,38,0,0,9,0,0,0,N,2,4,3
82.3,1.73,V,26,0,6,0,7,1,0,N,1,2,3
65.35,1.62,M,29,0,9,0,2,5,0,N,2,3,3
110.86,1.79,V,62,0,0,0,0,3,0,N,1,4,3
80.48,1.78,V,32,60,0,7,9,6,2,N,1,2,3
105.04,1.75,V,36,0,0,7,8,9,0,N,2,2,0
74.46,1.78,V,24,10,0,2,0,2,0,N,2,3,4
73.54,1.82,V,28,50,7,0,6,0,0,N,2,2,1
103.02,1.82,V,58,0,0,6,0,5,0,N,2,4,4
107.32,1.64,M,64,0,2,0,1,1,0,N,0,1,0
99.91,1.68,M,34,0,0,0,0,4,8,N,1,2,3
116.8,1.84,V,51,0,12,5,0,6,1,N,2,2,3
70.83,1.69,V,29,20,0,0,11,10,0,N,3,4,4
47.82,1.63,M,32,160,0,0,17,14,0,N,3,4,2
104.01,1.77,V,33,0,0,0,8,5,0,N,2,1,1
94.16,1.71,M,54,0,5,1,8,0,0,N,1,3,3
53.87,1.73,V,55,130,8,0,0,1,0,N,2,3,3
73.57,1.59,M,61,70,4,0,4,7,0,N,2,2,1
108.72,1.75,M,39,0,0,0,15,4,0,N,0,0,0
92.42,1.6,M,44,0,0,2,1,0,2,N,1,1,2
78.61,1.7,V,19,0,8,1,1,12,NA,N,1,2,4
114.35,1.77,V,68,0,0,2,0,0,4,N,4,4,3
121.1,1.74,V,57,0,0,3,0,8,0,N,0,1,1
48.41,1.64,M,35,190,0,0,0,10,0,N,3,4,4
94.2,1.79,V,27,0,0,0,14,2,0,N,1,2,4
56.69,1.76,V,37,100,1,1,5,0,0,N,1,2,3
144.4,1.9,V,57,0,0,0,17,12,0,N,0,0,0
86.09,1.72,V,40,0,0,0,8,5,0,N,3,4,3
91.25,1.78,V,27,0,5,6,0,0,0,N,0,1,0
108.57,1.66,M,76,10,0,0,2,9,0,N,2,3,1
81.14,1.74,M,34,0,3,1,14,7,0,N,1,4,4
91.45,1.68,V,59,0,14,4,0,3,0,N,2,3,4
88.59,1.76,M,40,20,0,0,7,0,0,N,0,2,1
97.92,1.72,M,37,0,0,6,15,10,0,N,1,3,2
88.75,1.79,V,37,0,0,0,11,1,0,N,2,4,4
94.25,1.69,M,43,20,3,0,0,6,0,N,0,1,0
52.02,1.7,V,45,110,0,2,0,0,0,N,2,4,4
69.59,1.71,V,63,110,16,2,1,0,0,S,0,1,0
97.68,1.69,V,38,0,0,0,24,1,0,N,1,1,2
61.84,1.79,V,18,30,14,0,0,5,0,N,2,2,3
98.04,1.63,M,44,0,3,0,1,1,0,N,0,0,2
110.4,1.81,V,53,0,5,0,0,1,0,N,0,2,3
104.43,1.72,M,62,0,0,0,4,6,0,N,2,4,3
70.23,1.7,V,27,10,4,0,0,0,0,N,2,3,4
66.97,1.65,M,33,0,9,0,1,0,0,N,3,4,4
101.47,1.72,V,43,0,1,3,0,4,0,N,1,2,0
77.57,1.6,M,24,0,0,1,12,13,0,N,1,3,4
50.8,1.68,M,26,60,9,0,0,0,0,N,1,3,4
89.6,1.77,V,41,0,0,2,0,1,0,N,1,4,4
81.13,1.65,M,40,0,0,0,1,0,0,N,3,4,4
49,1.65,M,38,100,0,4,0,2,0,N,1,2,4
119.58,1.81,V,61,0,0,1,0,0,0,N,0,2,0
87.68,1.64,M,37,0,0,2,0,10,0,N,1,3,3
65.22,1.59,M,49,30,0,0,2,1,0,N,3,4,4
120.4,1.78,V,50,0,0,1,13,1,0,N,0,1,1
111.72,1.74,V,69,0,11,0,2,1,0,N,2,2,4
75.94,1.79,V,18,0,4,0,8,0,0,N,2,4,4
55.12,1.75,V,33,100,7,0,7,7,1,N,2,2,2
69.63,1.74,V,35,20,8,5,3,4,0,N,2,4,3
108.77,1.67,V,62,0,1,0,0,0,0,N,1,2,0
78.12,1.59,M,18,0,0,2,0,9,0,N,2,1,2
101.17,1.71,M,46,0,0,3,25,16,0,N,2,3,3
68.34,1.72,V,18,20,0,0,0,0,0,N,2,3,2
79.87,1.6,M,19,0,2,0,4,0,7,N,1,1,1
95.67,1.74,M,30,0,8,4,5,11,10,N,2,3,3
83.4,1.69,M,59,30,0,2,2,5,0,N,2,4,4
88.62,1.68,M,24,0,0,3,0,0,6,N,1,2,2
80.85,1.75,V,49,40,11,4,0,0,1,N,2,2,2
80.77,1.63,M,31,10,0,4,23,16,0,N,2,3,2
82.23,1.81,V,27,0,0,0,0,7,0,S,4,4,4
124.22,1.82,V,37,0,0,0,20,23,0,N,0,1,1
89.05,1.72,V,61,30,13,4,0,3,0,N,2,2,3
73.45,1.57,M,42,0,11,3,2,0,3,N,1,3,3
100.76,1.8,V,38,0,0,0,4,0,0,S,1,2,4
59.72,1.75,V,19,40,0,1,17,4,0,N,1,3,4
96.47,1.75,V,33,10,20,2,2,11,0,N,0,0,1
105.01,1.76,V,48,0,6,2,16,6,0,N,1,2,3
103.92,1.78,V,51,0,0,0,0,0,1,N,1,3,3
54.5,1.74,V,37,150,8,4,9,0,0,N,1,2,2
118.34,1.72,V,58,0,0,4,0,0,0,N,0,0,0
95.37,1.74,V,65,30,0,2,0,2,0,S,2,3,3
77.05,1.65,M,31,0,0,0,13,0,0,N,2,3,3
102.53,1.76,V,36,0,0,6,0,0,0,N,1,2,2
95.75,1.64,M,43,0,6,0,0,0,0,N,2,1,1
103.46,1.76,V,39,0,0,0,0,9,0,N,1,3,4
86.53,1.6,M,57,0,0,1,5,4,0,N,1,4,4
78.83,1.69,V,18,0,0,1,1,0,0,N,0,2,2
65.9,1.64,M,28,0,0,0,5,3,0,N,3,4,4
82.39,1.66,V,25,0,7,0,11,14,0,N,1,2,2
105.43,1.64,M,51,0,0,0,0,5,0,N,1,1,1
60.96,1.68,M,29,30,0,2,0,0,0,N,1,4,4
100.58,1.81,V,38,0,0,0,21,16,0,N,2,4,4
77.05,1.65,M,19,20,0,1,0,2,0,N,1,1,1
104.56,1.87,V,23,0,0,1,11,5,0,S,1,2,3
50.2,1.67,V,26,330,0,1,0,7,1,N,4,4,4
99.31,1.77,V,49,0,10,0,11,9,0,N,3,4,3
90.72,1.8,M,37,0,11,3,1,1,0,N,2,3,3
75.69,1.61,M,34,0,5,0,12,0,2,N,0,2,4
123.9,1.76,V,44,0,0,0,16,8,0,N,1,0,0
72.27,1.63,M,36,50,0,5,24,12,0,N,2,2,0
68.02,1.63,M,18,0,0,2,7,0,0,N,2,3,3
93.38,1.73,M,44,0,21,0,0,0,0,N,1,1,0
67.51,1.66,M,37,50,15,0,16,8,1,N,1,2,3
76.52,1.82,V,20,0,1,0,0,0,0,N,1,4,2
69.34,1.8,V,23,90,0,6,0,0,4,N,0,0,0
79.09,1.66,M,33,0,1,2,0,0,6,N,3,4,4
112.29,1.82,V,48,0,0,0,0,12,0,N,1,3,3
84.39,1.7,V,19,0,7,2,27,9,6,S,1,2,3
62.3,1.56,M,29,50,8,3,18,13,0,N,1,2,2
83.96,1.63,M,40,0,0,0,0,0,0,N,1,2,2
94.54,1.67,M,39,0,3,5,9,4,0,N,1,1,1
102.25,1.69,V,45,0,0,3,23,7,0,N,1,2,2
53.87,1.73,V,40,220,0,2,0,0,0,N,3,4,4
86.08,1.68,M,54,0,0,4,0,0,0,N,4,4,4
105.98,1.67,M,76,0,3,0,14,3,0,N,0,3,4
89.77,1.81,V,18,0,8,0,19,11,0,N,1,2,2
111.56,1.67,M,54,0,0,7,13,10,0,N,1,2,1
73.33,1.73,V,42,0,21,2,8,1,0,N,3,4,4
74.27,1.7,V,20,0,3,3,0,0,0,N,1,2,3
112.86,1.83,V,46,0,0,2,0,2,0,N,2,4,2
92.48,1.7,M,30,0,0,0,0,0,0,S,0,1,1
85.29,1.55,M,46,0,4,7,8,5,0,N,0,1,2
101.23,1.81,V,39,0,0,0,8,7,0,S,2,3,2
52.02,1.7,V,21,230,0,2,0,0,2,N,1,3,2
85.4,1.69,V,43,0,0,0,18,8,0,N,1,4,3
123.9,1.76,V,63,0,0,0,10,0,0,N,1,1,1
122.08,1.79,V,66,0,0,0,5,0,6,N,3,3,2
94.61,1.8,V,43,0,0,0,1,5,1,N,2,4,4
52.02,1.7,V,18,120,6,3,10,5,2,N,0,0,0
67.25,1.59,M,31,0,0,0,15,2,0,N,2,4,3
110.22,1.66,M,63,0,0,4,12,3,0,N,0,0,0
84.79,1.57,M,47,0,11,3,8,10,0,N,0,1,1
82.01,1.73,V,30,10,3,0,17,11,2,N,1,3,3
91.49,1.66,M,54,50,2,4,0,2,0,N,0,0,0
121.1,1.74,V,73,0,8,1,8,4,0,N,1,0,0
92.48,1.73,V,30,0,2,0,13,7,0,N,2,3,4
92.38,1.62,V,45,0,0,4,0,1,0,N,3,2,0
80.04,1.65,M,61,90,0,1,15,5,0,N,1,1,0
67.79,1.65,M,40,0,32,8,0,5,0,N,1,3,4
94.94,1.64,M,55,0,1,0,0,2,0,N,2,3,3
83.5,1.73,V,45,0,5,3,8,0,0,N,3,4,4
87.57,1.7,V,34,0,0,0,0,3,0,N,2,2,3
95.89,1.66,M,48,0,0,0,4,8,0,N,1,2,3
99.42,1.71,V,48,0,6,0,2,0,0,N,1,2,2
67.79,1.66,M,50,60,4,1,7,0,0,N,0,2,2
87.47,1.59,M,54,0,2,0,9,6,0,N,2,2,4
74.65,1.61,M,39,0,0,0,0,0,0,N,1,3,4
96.84,1.62,M,46,0,0,0,10,6,0,N,1,1,1
79.5,1.65,M,38,0,0,0,7,0,1,N,1,3,1
84.68,1.7,M,28,30,2,0,1,0,0,N,0,0,0
87.41,1.63,M,29,0,0,0,6,0,0,N,0,1,2
95.66,1.67,M,57,0,7,5,0,10,0,N,2,3,3
81.44,1.74,M,31,0,3,0,0,0,0,N,1,3,3
122.82,1.86,V,41,0,0,8,11,2,0,N,1,0,0
78.37,1.76,V,39,0,8,0,6,2,0,N,1,4,3
101.89,1.81,V,38,0,0,4,6,12,0,N,2,4,4
86.25,1.69,M,29,0,6,0,1,0,0,N,1,1,1
74.22,1.56,M,47,0,0,0,0,2,0,N,2,4,3
90.38,1.66,M,32,0,4,5,12,0,0,N,1,0,0
61.53,1.65,M,18,0,4,5,1,0,0,N,3,4,2
86.73,1.76,M,23,0,0,0,30,11,0,N,2,2,3
125,1.77,V,66,0,1,0,7,0,2,N,0,1,1
109.63,1.78,V,37,0,0,5,20,0,0,N,1,0,2
101.41,1.66,M,63,0,0,0,0,0,0,N,1,2,1
87.4,1.69,M,35,0,1,7,0,0,0,N,1,2,4
104.56,1.78,V,28,0,2,4,0,3,2,N,1,0,1
94.54,1.69,V,40,0,0,0,5,0,0,N,2,2,1
86.34,1.62,M,41,0,0,6,4,0,0,N,2,2,1
117.32,1.73,M,50,0,6,5,24,19,0,N,1,1,1
75.72,1.73,V,85,120,3,3,1,0,0,N,0,2,3
81.75,1.74,V,48,50,0,0,17,11,0,N,3,3,2
92.09,1.84,V,23,40,13,4,0,11,0,N,0,1,1
108.39,1.74,V,39,0,0,4,0,1,0,N,0,0,1
96.86,1.85,V,22,0,6,3,10,0,0,N,1,2,1
52.63,1.66,M,36,60,2,2,0,0,0,N,1,3,4
82.84,1.64,M,40,0,20,0,0,6,0,N,1,2,3
118.18,1.78,V,42,0,0,5,22,16,0,N,1,1,1
106.25,1.76,V,42,0,0,6,6,7,0,N,1,2,2
114.04,1.71,V,69,0,0,3,12,0,0,N,1,2,2
73.82,1.59,M,18,0,0,0,3,0,0,N,1,1,1
75.17,1.61,M,23,0,0,3,0,2,0,N,2,2,1
83.04,1.71,V,44,0,7,5,0,1,0,N,3,3,4
107.58,1.64,M,58,0,2,1,0,5,4,N,0,1,1
106.28,1.63,M,65,0,0,0,2,0,0,N,1,1,0
69.23,1.72,M,38,70,3,5,15,6,6,N,0,3,4
73.96,1.72,V,22,0,0,0,8,6,0,N,2,3,3
101.96,1.66,M,35,0,0,0,28,22,0,N,1,2,1
89.91,1.77,V,33,20,9,1,4,0,0,N,0,1,2
98.81,1.76,V,36,0,3,7,4,0,0,N,1,1,1
97.33,1.67,M,63,10,0,2,0,0,0,N,2,3,2
110.98,1.7,M,45,0,0,0,7,3,0,N,0,0,0
65.07,1.65,M,18,10,9,2,0,6,2,N,2,3,3
72.08,1.64,M,22,0,0,0,10,5,3,N,2,3,4
49.6,1.66,M,62,190,0,4,4,0,0,N,1,4,4
86.03,1.65,M,54,0,0,0,5,1,0,N,1,4,4
82.57,1.64,M,48,40,0,3,1,3,0,N,1,2,1
83.81,1.7,M,24,0,0,0,4,7,0,N,2,3,3
68.93,1.72,V,18,0,16,0,0,0,0,N,1,3,2
67.29,1.57,M,38,0,0,2,0,0,0,N,2,4,4
79.83,1.82,V,51,60,0,0,16,10,0,N,2,4,2
67.9,1.58,M,37,20,10,0,0,0,0,N,1,2,2
58.32,1.8,V,19,210,7,4,0,2,4,N,1,2,2
94.61,1.77,V,44,0,0,2,2,3,0,N,3,4,3
104.12,1.75,V,51,0,8,2,16,8,5,N,2,3,3
73.28,1.55,M,49,30,0,1,10,13,0,N,2,3,2
72.48,1.72,M,21,20,0,2,9,6,0,N,1,3,3
90.64,1.67,M,39,0,4,3,3,0,0,N,2,0,2
123.68,1.79,V,46,0,0,0,4,2,0,N,0,0,0
65.79,1.6,M,29,40,5,0,15,5,0,N,1,2,2
85,1.73,M,44,30,6,0,4,0,0,N,1,2,2
112.72,1.72,M,58,0,0,2,5,7,0,N,0,2,0
72.81,1.71,V,41,50,17,1,3,0,0,N,0,1,0
85.97,1.71,M,36,30,0,3,0,0,0,N,1,1,0
97.96,1.81,V,44,30,0,8,6,4,0,N,1,2,0
107.58,1.64,M,75,0,0,0,12,1,0,N,1,0,0
60.82,1.71,M,23,40,11,0,0,0,4,N,1,3,3
93.39,1.69,V,46,0,2,5,0,0,0,N,0,2,3
68.72,1.71,V,41,30,0,0,5,0,0,N,1,4,4
97.74,1.65,M,61,0,2,1,4,5,0,N,1,3,3
123.25,1.78,V,69,0,0,5,0,0,0,N,0,2,0
102.14,1.6,M,64,0,0,1,1,0,0,N,0,1,1
95.33,1.71,V,38,0,0,0,8,0,0,N,1,1,1
90.34,1.75,V,37,0,8,0,0,0,2,N,2,2,3
123.9,1.76,V,71,0,3,0,13,4,0,N,1,1,2
47.24,1.62,M,35,130,0,0,0,3,0,N,1,3,4
78.64,1.63,M,34,0,9,0,21,9,0,N,0,3,3
73.81,1.75,V,48,110,0,0,12,13,0,N,1,1,2
53.92,1.58,M,47,110,0,4,0,0,3,N,1,1,2
102.02,1.78,V,61,20,1,5,0,1,0,N,3,3,3
83.54,1.68,M,35,0,0,3,8,1,0,S,2,3,4
65.12,1.69,M,44,40,12,4,2,5,0,N,2,4,4
102.94,1.74,V,52,0,0,0,0,0,0,N,2,2,1
55.76,1.76,V,49,140,4,0,2,0,0,N,2,2,0
98.83,1.65,M,82,0,11,1,0,0,0,N,2,3,4
74.91,1.61,M,32,0,7,6,0,0,0,N,0,2,4
113.53,1.74,M,58,0,5,0,0,0,0,N,1,1,3
57.76,1.73,V,32,50,14,0,5,0,0,N,2,2,1
93.7,1.68,M,36,0,0,0,20,10,0,N,1,2,2
100,1.71,V,40,0,4,4,11,8,0,N,0,2,2
118.5,1.78,V,59,20,0,2,18,8,0,N,1,1,2
94.02,1.81,V,40,30,7,0,2,5,0,N,2,2,1
122.5,1.75,V,53,0,0,5,0,5,0,N,0,0,0
91.59,1.62,M,46,0,0,5,3,0,0,N,1,3,3
95.72,1.76,V,26,0,0,5,12,1,2,N,0,2,2
86.37,1.68,M,34,0,0,0,14,2,1,S,1,3,2
62.62,1.65,M,42,70,0,0,0,5,2,N,3,3,0
116.96,1.71,M,46,0,0,3,4,5,0,N,1,0,0
94.24,1.66,M,32,0,0,0,0,5,2,N,0,0,0
77.86,1.65,M,37,0,0,0,0,5,1,N,2,4,3
86.07,1.83,V,18,0,2,0,8,4,0,N,2,3,3
91.45,1.64,M,56,0,0,0,11,7,0,N,1,3,4
79.11,1.69,M,40,0,10,1,14,4,0,N,2,4,4
71.81,1.64,M,35,0,8,0,10,8,0,N,3,4,2
77.39,1.56,M,37,0,0,0,24,13,0,N,0,2,2
85.02,1.63,M,46,0,0,1,14,7,0,N,2,4,4
103.68,1.61,M,55,0,0,0,1,2,5,N,0,1,1
111.82,1.79,V,32,0,0,2,15,7,0,S,0,1,1
73.07,1.67,M,44,50,2,0,17,21,0,N,2,3,4
53.25,1.72,V,30,100,14,0,10,10,0,N,1,3,3
57.34,1.6,M,18,50,0,0,16,16,0,N,0,2,3
92.02,1.59,M,47,0,4,0,0,0,1,N,0,0,1
108.53,1.69,V,60,0,0,0,14,9,0,N,1,2,4
109.51,1.8,V,45,0,10,0,3,4,0,N,0,1,2
106.28,1.63,M,79,0,0,0,16,12,1,N,1,2,2
67.25,1.71,M,21,0,11,3,0,0,0,N,2,3,4
110.22,1.79,V,46,0,0,0,4,0,1,N,0,2,1
78.95,1.71,V,35,0,22,0,4,4,0,N,2,3,3
90.02,1.62,M,47,0,0,0,12,4,0,N,1,2,4
95.03,1.71,V,40,0,0,6,0,5,0,N,1,3,2
112.74,1.84,V,26,0,7,4,0,2,0,N,0,0,0
91.76,1.66,M,31,0,2,2,10,13,0,N,1,1,1
57.03,1.78,V,18,110,2,4,0,0,0,N,2,4,3
72.78,1.72,V,27,0,16,0,7,7,0,N,1,3,3
99.47,1.8,V,36,0,25,4,6,0,2,N,0,1,1
103.82,1.75,V,46,0,0,0,2,4,2,S,1,2,1
84.55,1.57,M,33,0,0,3,0,0,0,N,1,0,0
96.45,1.63,M,65,0,6,2,1,7,0,S,2,3,2
105.48,1.7,V,66,0,0,6,7,1,0,N,1,3,3
47.28,1.59,M,29,70,0,4,15,5,0,N,1,3,2
91.72,1.64,M,49,0,0,3,4,7,0,N,1,3,2
99.86,1.59,M,53,0,0,0,23,8,3,N,0,2,2
89.23,1.62,M,57,10,0,1,4,3,0,N,2,2,2
109.96,1.69,M,67,0,5,0,15,0,0,N,0,2,1
74.56,1.71,V,50,0,16,0,1,0,0,N,2,4,4
87.41,1.64,M,45,40,0,5,2,3,0,N,0,0,0
82.13,1.68,M,40,0,0,6,0,0,0,N,1,3,4
105.35,1.73,M,37,0,0,1,0,0,2,N,0,0,0
104.33,1.77,V,38,20,0,0,13,6,NA,S,1,0,0
100.88,1.77,V,28,0,4,1,28,16,0,N,2,2,0
99.11,1.69,V,38,0,0,2,3,0,0,N,0,0,0
80.88,1.67,M,31,0,13,0,7,0,1,N,0,1,2
79.1,1.6,M,33,0,0,0,0,4,0,N,1,2,3
72.84,1.61,M,34,20,0,0,8,0,0,N,1,2,3
112.75,1.8,V,38,0,0,1,19,16,0,N,1,2,1
81.49,1.64,M,29,0,0,0,11,7,0,N,1,2,2
85.7,1.59,M,60,0,0,0,19,0,0,S,2,3,4
126.1,1.78,V,76,0,12,0,6,0,0,N,0,2,2
75.46,1.63,M,39,30,25,0,9,2,7,N,1,2,0
75.72,1.63,M,33,0,12,7,3,6,0,N,2,2,2
63.44,1.79,V,24,0,24,0,0,5,0,N,2,4,4
116.64,1.8,V,51,0,17,0,13,6,0,N,1,2,0
99.17,1.78,V,34,10,2,0,0,0,0,N,1,2,2
91.2,1.65,M,37,0,3,0,7,2,0,N,1,1,0
101.18,1.72,M,32,0,0,2,5,11,0,N,1,1,1
55.56,1.71,V,22,40,4,5,0,0,0,N,2,3,4
93.56,1.79,V,26,10,0,3,0,0,0,N,0,1,2
49.6,1.66,M,18,170,1,0,18,7,5,N,1,3,3
114.24,1.69,M,68,0,0,4,17,15,0,N,2,2,2
103.51,1.75,V,51,0,0,0,0,0,0,N,2,2,3
93.95,1.62,M,43,0,1,0,29,10,2,N,2,2,1
77.25,1.67,M,39,20,3,0,0,0,0,N,2,2,1
83.3,1.75,V,43,20,0,2,10,1,0,N,3,3,4
69.93,1.64,M,41,20,5,4,0,6,0,N,2,4,4
92.38,1.62,M,60,0,0,2,20,7,0,N,2,3,4
54.5,1.74,V,46,120,0,1,0,0,0,N,2,3,2
65.16,1.58,M,43,10,3,3,13,6,0,N,2,4,3
119.56,1.83,V,29,0,1,1,32,11,0,N,0,0,1
94.52,1.66,M,46,0,0,1,1,0,0,N,2,1,1
78.83,1.69,V,32,0,0,4,1,5,0,N,1,4,4
105.02,1.72,M,44,0,3,6,7,6,0,N,2,2,2
92.87,1.67,V,32,0,0,7,0,5,0,N,1,2,1
69.16,1.67,M,18,0,9,2,2,1,0,N,1,2,1
50.55,1.61,M,49,100,8,4,2,0,0,N,2,3,1
